site_name,site_url,profile_id,profile_version,profile_sha256,run_id,fit_score,core__physical_inventory_state,core__stock_movement_capture,core__low_touch_inventory_capture,core__multi_location_control,core__lot_expiry_traceability,core__replenishment_action,aux__operational_solution_evidence,aux__operational_solution_evidence__flag,aux__item_container_identity,aux__item_container_identity__flag,aux__point_of_use_stockroom_context,aux__point_of_use_stockroom_context__flag,aux__hospital_foodservice_context,aux__hospital_foodservice_context__flag,aux__institutional_foodservice_context,aux__institutional_foodservice_context__flag,aux__adjacent_transferable_inventory_context,aux__adjacent_transferable_inventory_context__flag,aux__human_scan_capture,aux__human_scan_capture__flag,aux__passive_automatic_capture,aux__passive_automatic_capture__flag,aux__cold_chain_condition_monitoring,aux__cold_chain_condition_monitoring__flag,aux__erp_procurement_integration,aux__erp_procurement_integration__flag,aux__brazil_portuguese_support,aux__brazil_portuguese_support__flag,aux__small_multi_location_deployment_evidence,aux__small_multi_location_deployment_evidence__flag,aux__managed_inventory_service_model,aux__managed_inventory_service_model__flag,evidence_is_partial,evidence_chunks_available,evidence_chunks_sent,main_strength,main_gap
"Netsmart Technologies, Inc,",https://www.ntst.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,368e013b39064befb043f083465473a4,44.31,49.3,66.75,62.35,37.55,25.65,17.15,52.45,False,43.25,False,50.15,False,76.55,True,21.6,False,65.85,False,55.35,False,27.6,False,5.0,False,39.7,False,3.45,False,41.5,False,34.3,False,True,672,672,stock_movement_capture,replenishment_action
eXPD8,https://www.expd8.co.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4c68552ffdc84ca1bc64a67314bfacf7,43.83,80.25,46.05,10.7,72.2,5.05,69.6,58.8,False,69.5,False,25.45,False,3.6,False,24.45,False,79.9,True,14.85,False,5.45,False,5.2,False,32.15,False,2.0,False,85.9,True,79.85,True,True,73,73,physical_inventory_state,lot_expiry_traceability
RBOmnishore,https://rb-omnishore.de/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,5bbe39e4f6304b7d83d68983a5a62cee,43.62,60.2,25.2,39.2,67.35,15.75,67.1,52.1,False,41.55,False,9.6,False,4.0,False,22.9,False,28.45,False,23.15,False,8.2,False,4.0,False,82.45,True,7.0,False,50.9,False,15.0,False,False,155,155,multi_location_control,lot_expiry_traceability
Illumia,https://illumiatech.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c3d42b45738d4079ab6730ff3ff46662,43.19,39.55,78.25,76.6,36.65,5.2,20.8,60.45,False,56.95,False,42.6,False,82.4,True,91.55,True,52.0,False,45.55,False,64.25,False,41.0,False,73.1,True,2.85,False,63.15,False,23.65,False,True,196,196,stock_movement_capture,lot_expiry_traceability
TotalCtrl,https://totalctrl.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,6af25373a5aa444da044db9d1cfad418,42.52,74.8,53.1,22.85,21.9,44.3,27.4,64.4,False,39.5,False,23.15,False,42.65,False,62.55,False,73.85,True,7.6,False,11.25,False,6.45,False,55.7,False,7.6,False,35.6,False,23.45,False,True,12,12,physical_inventory_state,multi_location_control
BeBee,https://bebee.com/br,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,38edd51301624952bb49b0440085f4b3,42.1,74.85,77.7,6.8,21.0,48.95,13.6,12.35,False,37.05,False,20.65,False,8.55,False,24.95,False,65.8,False,4.6,False,3.0,False,13.25,False,15.3,False,85.6,True,22.25,False,21.55,False,True,77,77,stock_movement_capture,low_touch_inventory_capture
Zoho,https://www.zoho.com/pt-br/?sredirect=true,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,e4071a722cc946da822c7a1af4f51e42,41.63,70.2,59.1,26.45,64.0,5.6,34.55,56.2,False,22.45,False,18.5,False,23.1,False,10.15,False,49.55,False,28.2,False,6.45,False,15.4,False,42.3,False,81.15,True,51.85,False,27.05,False,True,245,245,physical_inventory_state,lot_expiry_traceability
Eatres,https://eatres.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,63924e3d105c406598e0ab608db3b841,40.73,62.3,46.9,22.05,58.0,18.4,47.2,45.0,False,30.25,False,11.45,False,3.0,False,58.3,False,65.85,False,4.0,False,17.3,False,6.4,False,49.05,False,8.0,False,58.6,False,24.85,False,False,24,24,physical_inventory_state,lot_expiry_traceability
SlideTeam,https://www.slideteam.net/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,94257fb725ce4f7aa375945606ad4152,39.52,53.85,57.85,23.7,38.05,24.55,45.3,8.85,False,34.85,False,19.75,False,5.85,False,48.05,False,60.2,False,30.45,False,9.35,False,26.8,False,15.6,False,6.6,False,50.05,False,53.5,False,True,689,689,stock_movement_capture,low_touch_inventory_capture
Dephna,https://www.dephna.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,5fe06c1f89414269a863e1006b24d829,38.75,54.45,33.1,19.05,34.6,60.25,21.7,38.6,False,33.75,False,34.6,False,9.7,False,80.05,True,55.7,False,3.0,False,12.6,False,88.6,True,11.4,False,2.0,False,72.9,True,16.45,False,True,197,197,lot_expiry_traceability,low_touch_inventory_capture
IntuitionLabs,https://intuitionlabs.ai/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,e5ffb7589cf944a29aad1ebe871972a1,38.58,43.2,35.15,35.05,25.5,66.5,9.35,29.35,False,67.65,False,8.45,False,4.0,False,3.0,False,37.65,False,6.4,False,10.45,False,73.5,True,43.75,False,18.25,False,22.85,False,14.9,False,True,309,309,lot_expiry_traceability,replenishment_action
Tenwave Infotech Pvt Ltd,https://www.tenwavehealthcare.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,3af9014bf512419697fa4370e13479b2,38.57,56.05,69.5,39.05,40.4,6.45,22.3,51.65,False,40.65,False,23.65,False,74.95,True,5.2,False,59.4,False,37.3,False,8.6,False,5.6,False,29.25,False,6.0,False,36.45,False,18.45,False,False,50,50,stock_movement_capture,lot_expiry_traceability
SageNet,https://www.sagenet.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,bd3d04f76d294d209469366f11b13272,37.98,43.95,34.2,52.9,24.4,44.4,12.4,38.1,False,36.05,False,10.45,False,5.85,False,49.25,False,45.65,False,21.15,False,38.65,False,24.0,False,53.1,False,2.0,False,60.15,False,40.2,False,True,94,94,low_touch_inventory_capture,replenishment_action
Canopy,https://www.gocanopy.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,fb3a758cdb694c05ad6a8ebbe3893287,37.39,40.6,51.25,64.7,32.2,8.45,23.4,50.2,False,44.1,False,14.65,False,9.85,False,75.45,True,62.1,False,53.2,False,48.45,False,70.9,True,46.5,False,2.6,False,60.45,False,22.8,False,True,160,160,low_touch_inventory_capture,lot_expiry_traceability
the Restaurant Resource Group,https://ezchef.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,abb04388d9f545caa6f8e46ff77ce110,35.98,77.8,45.65,11.1,47.95,5.2,34.55,74.55,True,36.1,False,36.5,False,4.6,False,66.2,False,62.25,False,3.85,False,8.45,False,3.0,False,20.85,False,2.0,False,44.55,False,15.6,False,False,7,7,physical_inventory_state,lot_expiry_traceability
Hoffmann Group | Go Digital Store,https://digital.hoffmann-group.com/de-DE/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,71d7613ab52a44738b50bbe5c43be4b1,35.12,48.0,36.25,78.6,14.1,4.0,14.4,28.65,False,66.85,False,6.85,False,2.0,False,3.85,False,19.45,False,83.6,True,15.25,False,24.55,False,37.05,False,23.5,False,16.8,False,17.3,False,True,69,69,low_touch_inventory_capture,lot_expiry_traceability
EIT Food,https://www.eitfood.eu/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c5ad458d5d734f61bb7491e708766919,34.6,15.45,52.15,58.2,10.0,49.85,6.6,34.85,False,48.7,False,13.5,False,13.75,False,71.55,True,35.6,False,10.7,False,38.05,False,37.1,False,12.0,False,15.85,False,24.85,False,11.15,False,True,118,118,low_touch_inventory_capture,replenishment_action
CDS Ship Chandler,https://www.cmrshipchandling.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,61faad19015146e8ae258bc756846d7f,33.27,70.85,10.6,6.6,36.2,50.7,12.2,38.0,False,31.5,False,40.35,False,4.85,False,52.75,False,40.15,False,3.6,False,4.0,False,71.05,True,8.0,False,2.0,False,74.6,True,25.65,False,True,633,633,physical_inventory_state,low_touch_inventory_capture
Fedserv,https://fedservffm.co.za/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1cb02d3ffbab418191201a20267cc6f8,32.99,66.55,53.55,4.6,18.05,28.8,21.7,49.45,False,21.1,False,27.35,False,8.4,False,74.0,True,66.8,False,3.0,False,3.0,False,49.65,False,6.3,False,2.0,False,34.05,False,61.8,False,True,26,26,physical_inventory_state,low_touch_inventory_capture
Shopify Community,https://community.shopify.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,3b57d6a43b8643caa9279546c3dc6080,32.45,62.0,35.9,13.4,67.15,4.45,21.65,35.5,False,48.5,False,8.65,False,2.6,False,3.0,False,11.95,False,30.1,False,7.3,False,2.6,False,29.25,False,58.55,False,48.6,False,23.0,False,True,80,80,multi_location_control,lot_expiry_traceability
CGI Inc.,https://www.cgi.com/en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,62c89b01c00c48c4bc86ac3806c345e4,32.28,36.45,58.25,27.5,41.3,4.2,38.0,56.25,False,15.45,False,12.05,False,51.6,False,85.0,True,46.4,False,7.5,False,21.35,False,18.55,False,68.9,False,4.6,False,52.25,False,20.45,False,True,153,153,stock_movement_capture,lot_expiry_traceability
Sinteco,https://www.sintecorobotics.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,87c96e6d5f6746259575e94e7f6577dc,30.7,21.2,26.85,33.3,25.0,44.4,30.15,27.9,False,24.25,False,12.05,False,5.05,False,3.0,False,43.2,False,29.85,False,6.25,False,4.8,False,6.25,False,40.15,False,32.85,False,22.25,False,True,4,4,lot_expiry_traceability,physical_inventory_state
Pro Chef Kitchen Tools,https://prochefkitchentools.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,31dfaa77035142e0912cd72d78785c44,30.62,41.75,21.6,39.0,4.0,47.7,9.55,16.95,False,43.1,False,67.95,False,12.2,False,34.1,False,18.0,False,20.65,False,30.4,False,41.05,False,5.2,False,2.0,False,8.7,False,9.7,False,True,160,160,lot_expiry_traceability,multi_location_control
InVentry,https://inventry.co.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,596f0304b97d4a16897eaebb3f8ed8b2,30.24,49.7,37.95,47.55,24.6,7.6,4.0,25.8,False,42.9,False,9.4,False,5.0,False,26.3,False,19.6,False,59.05,False,8.0,False,4.85,False,10.65,False,2.0,False,31.45,False,9.6,False,True,131,131,physical_inventory_state,replenishment_action
DTF GENETICS,https://dtfseeds.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,48ef43b20ac44683ab409a75dfeea197,30.21,40.35,62.55,19.05,11.65,34.35,5.0,15.4,False,84.85,True,7.2,False,2.0,False,3.0,False,19.85,False,4.85,False,4.6,False,85.45,True,8.05,False,2.0,False,9.85,False,7.45,False,True,103,103,stock_movement_capture,replenishment_action
Bermuda Hospitals Board,https://bermudahospitals.bm/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,a33aa02dd413489d8573219249fd4569,29.2,51.35,56.45,34.4,16.4,4.0,5.85,15.7,False,30.75,False,14.8,False,48.05,False,15.15,False,21.1,False,7.2,False,16.2,False,30.2,False,8.0,False,20.0,False,27.05,False,15.55,False,True,1608,1608,stock_movement_capture,lot_expiry_traceability
Departamento Nacional de Infraestrutura de Transportes,https://www.gov.br/dnit/pt-br,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,7d299ed0d0fc4313bd29ee0c30d84b97,29.2,62.3,60.8,6.45,27.45,3.0,18.4,19.2,False,42.85,False,28.3,False,3.6,False,33.15,False,16.6,False,3.0,False,4.45,False,4.45,False,20.65,False,67.4,False,46.9,False,27.15,False,True,392,392,physical_inventory_state,lot_expiry_traceability
Verified Market Research,https://www.verifiedmarketresearch.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,b28472c37050478daab0b1ff146e9d58,28.15,33.65,22.45,30.1,23.7,38.1,11.6,17.45,False,26.8,False,50.95,False,19.45,False,87.2,True,29.25,False,20.3,False,13.9,False,83.2,True,20.65,False,9.2,False,50.4,False,19.75,False,True,1881,1881,lot_expiry_traceability,replenishment_action
Garden of Echo,https://6garden.wordpress.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c60cdf4bb5a0488cb9ff37b3ebe6d10f,26.76,42.4,62.55,13.5,20.45,10.25,12.75,19.1,False,14.85,False,10.65,False,3.0,False,46.15,False,46.35,False,5.65,False,6.9,False,29.05,False,20.25,False,6.85,False,21.5,False,12.7,False,True,188,188,stock_movement_capture,lot_expiry_traceability
Skedulo,https://www.skedulo.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,78d593bd71f24cb7a964f4e4bdcb12f1,26.55,44.85,60.25,11.6,24.45,3.6,19.6,43.25,False,20.15,False,10.25,False,6.45,False,48.65,False,42.35,False,11.0,False,6.2,False,3.85,False,24.6,False,10.5,False,33.35,False,18.35,False,True,338,338,stock_movement_capture,lot_expiry_traceability
Glide,https://www.glideapps.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,d8dcf81d1c6646f79b09fb2a231b7cd3,26.32,27.0,35.05,64.1,10.2,4.6,5.2,68.3,False,53.0,False,11.0,False,3.85,False,5.85,False,23.05,False,66.65,False,10.35,False,2.6,False,44.35,False,2.0,False,9.0,False,6.0,False,True,157,157,low_touch_inventory_capture,lot_expiry_traceability
Supply Agency of the European Atomic Energy Community,https://euratom-supply.ec.europa.eu/index_en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,2e9cf5c515674d61ad986a8ca5a83470,26.05,54.45,59.35,3.6,26.45,4.0,11.45,9.15,False,22.8,False,4.0,False,2.0,False,3.6,False,7.4,False,2.0,False,3.0,False,9.0,False,9.7,False,11.0,False,21.8,False,16.0,False,True,47,47,stock_movement_capture,low_touch_inventory_capture
gefox,https://gefox.com.br,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ea70a5bccb4644da8a8b1d853238472d,24.73,33.0,16.0,5.0,55.0,3.0,58.0,44.0,False,10.0,False,12.0,False,3.0,False,13.0,False,42.0,False,3.0,False,5.0,False,3.0,False,9.0,False,81.0,True,66.0,False,43.0,False,False,1,1,replenishment_action,lot_expiry_traceability
Straits Research,https://straitsresearch.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ff2e358bd9cd46e3acac6356d4f56713,24.33,32.65,20.7,28.05,27.5,16.65,18.55,22.0,False,27.0,False,11.2,False,8.6,False,51.85,False,26.65,False,14.05,False,13.8,False,77.55,True,16.9,False,22.6,False,45.1,False,19.4,False,True,544,544,physical_inventory_state,lot_expiry_traceability
Goodsource Solutions,https://goodsource.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c130491b151741bcb2ae3b1b3c6a35e0,22.97,34.75,37.85,5.0,19.9,26.65,12.2,41.55,False,49.2,False,26.3,False,70.85,True,93.0,True,32.1,False,4.2,False,3.0,False,48.9,False,4.85,False,3.0,False,43.15,False,24.65,False,True,166,166,stock_movement_capture,low_touch_inventory_capture
CaterZen,https://www.caterzen.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,2cef2f9164704dff9846fe025694ff61,22.03,25.65,40.0,8.7,48.15,4.6,17.8,52.7,False,70.15,True,7.6,False,9.25,False,71.5,True,34.65,False,3.85,False,27.4,False,13.25,False,47.25,False,2.0,False,47.1,False,13.9,False,True,166,166,multi_location_control,lot_expiry_traceability
Department of Corrections and Community Supervision,https://doccs.ny.gov/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,697217e73e9f4e6982c79db0bf3d7497,21.85,32.6,51.9,14.2,22.85,4.0,8.4,14.85,False,63.8,False,32.05,False,15.05,False,79.75,True,23.25,False,3.0,False,3.6,False,8.45,False,8.6,False,5.65,False,69.05,False,24.1,False,True,777,777,stock_movement_capture,lot_expiry_traceability
Foodbuy,https://www.foodbuy.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1ae8f5faf12b45e99168af7d159c4607,20.46,28.45,37.55,8.55,29.0,9.6,15.05,46.25,False,28.25,False,25.85,False,66.3,False,92.05,True,33.35,False,3.6,False,4.6,False,38.45,False,38.45,False,2.6,False,65.2,False,20.2,False,True,69,69,stock_movement_capture,low_touch_inventory_capture
DAIC,https://www.dicardiology.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,f987240d6edd4d119243cb13756e17bc,20.13,37.3,31.7,22.6,10.65,5.85,7.15,22.2,False,50.05,False,14.05,False,5.2,False,3.0,False,37.7,False,10.15,False,12.35,False,10.2,False,11.85,False,4.6,False,18.95,False,22.55,False,True,480,480,physical_inventory_state,lot_expiry_traceability
GOL Linhas Aéreas,https://www.voegol.com.br/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0991e3f23bc54ffc9b0a92ac06aa41c1,18.84,24.85,62.65,4.0,17.0,3.6,6.6,11.85,False,34.0,False,6.85,False,2.85,False,15.05,False,9.6,False,2.0,False,3.0,False,4.85,False,3.6,False,88.7,True,47.8,False,9.85,False,True,100,100,stock_movement_capture,lot_expiry_traceability
Grayline Medical,https://www.graylinemedical.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,f7ab55ed95544c6cbb9b2e18bce3af16,18.35,39.7,7.6,11.65,4.0,29.7,4.0,12.3,False,72.45,True,18.1,False,5.0,False,3.0,False,27.05,False,25.8,False,2.85,False,4.85,False,9.85,False,5.0,False,9.6,False,5.6,False,True,111,111,physical_inventory_state,multi_location_control
Jotform,https://www.jotform.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,9141e5f6062f4b4a836932cb88945594,18.3,35.0,40.8,5.6,6.85,3.0,20.85,51.85,False,13.0,False,8.0,False,4.0,False,12.05,False,29.3,False,3.85,False,8.45,False,3.6,False,25.15,False,49.45,False,8.0,False,11.45,False,True,223,223,stock_movement_capture,lot_expiry_traceability
CheckThat.ai,https://checkthat.ai/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,be877e4be441437fbc2cd3e2c00e4f5a,18.21,31.45,14.2,17.65,37.25,3.0,8.0,16.35,False,10.0,False,7.05,False,3.6,False,27.35,False,19.2,False,11.0,False,6.65,False,6.65,False,46.05,False,34.25,False,23.7,False,9.8,False,True,471,471,multi_location_control,lot_expiry_traceability
Bureau of Land Management,https://www.blm.gov/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,7e9ed655b09b47f8adb46989c7ac4c59,17.45,35.45,31.7,5.8,25.75,3.0,5.0,9.85,False,21.6,False,7.45,False,2.0,False,17.7,False,8.9,False,5.15,False,3.85,False,6.9,False,8.05,False,4.85,False,42.55,False,17.35,False,True,180,180,physical_inventory_state,lot_expiry_traceability
US EPA,https://www.epa.gov/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4558c3ab04a24a78bbef8986ef806cd9,16.89,57.15,13.7,3.0,14.6,3.0,3.0,12.95,False,24.3,False,10.85,False,6.05,False,10.0,False,9.6,False,2.0,False,5.2,False,9.3,False,3.85,False,18.0,False,25.85,False,6.0,False,True,100,100,physical_inventory_state,low_touch_inventory_capture
Software,https://software.com.br/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c1e663640c4f4c9eb4d78e825d4df6a5,16.86,31.05,14.2,21.6,7.45,12.05,6.85,20.2,False,26.3,False,5.7,False,3.0,False,7.2,False,18.35,False,33.6,False,9.2,False,23.85,False,29.5,False,91.45,True,15.0,False,7.85,False,True,83,83,physical_inventory_state,replenishment_action
Publications Office of the EU,https://op.europa.eu/en/home,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,641267c30f484694a7a3187b7831a639,16.62,18.45,10.6,34.6,20.0,5.85,6.0,13.65,False,57.35,False,19.75,False,52.2,False,66.65,False,23.75,False,12.6,False,15.05,False,5.6,False,10.3,False,6.65,False,61.55,False,35.1,False,True,124,124,low_touch_inventory_capture,lot_expiry_traceability
Notion,https://www.notion.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4fe76d185eee46879da5bb2ca119b695,16.53,37.5,32.4,3.6,6.8,9.6,5.45,49.05,False,39.55,False,25.1,False,3.0,False,23.1,False,19.9,False,2.0,False,5.0,False,3.0,False,5.6,False,59.85,False,19.85,False,8.25,False,True,224,224,physical_inventory_state,low_touch_inventory_capture
DVIDS,https://www.dvidshub.net/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ed7c2dee3d994cc3a12a25cfa3f8570b,16.5,32.45,37.75,3.0,15.65,2.6,10.15,8.6,False,43.9,False,21.3,False,4.8,False,41.2,False,13.45,False,2.85,False,2.0,False,5.2,False,3.0,False,2.0,False,46.15,False,11.8,False,True,74,74,stock_movement_capture,lot_expiry_traceability
Labelbox,https://labelbox.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0cc6bedb9ae145eeb6355e5dc0caa5ff,15.94,22.4,10.85,30.05,16.75,3.0,9.0,36.45,False,32.85,False,5.45,False,3.0,False,6.3,False,23.3,False,2.85,False,26.25,False,3.6,False,7.5,False,9.75,False,33.95,False,6.45,False,True,164,164,low_touch_inventory_capture,lot_expiry_traceability
Dalhousie University,https://www.dal.ca/faculty/management.html,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,da3f8264be8947328a9fdefa34deee6a,15.56,16.85,15.05,32.35,17.65,2.85,5.45,11.45,False,12.85,False,5.45,False,3.85,False,40.95,False,7.6,False,2.0,False,10.3,False,15.3,False,40.4,False,3.8,False,29.55,False,7.0,False,True,72,72,low_touch_inventory_capture,lot_expiry_traceability
Startup Stash,https://startupstash.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0af83bc0c4734cbebc2be2a8753d871f,15.27,29.1,16.3,20.8,9.0,5.05,5.7,12.7,False,16.2,False,6.45,False,3.6,False,5.6,False,24.7,False,40.2,False,7.95,False,9.4,False,12.65,False,4.2,False,8.6,False,11.25,False,True,166,166,physical_inventory_state,lot_expiry_traceability
United Poly Engineering Pvt. Ltd,https://www.unitedpoly.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0c2a98b49a9e414e99494176aced977d,15.0,37.0,17.75,11.7,5.6,6.45,4.85,21.7,False,77.45,True,56.05,False,62.8,False,16.0,False,19.45,False,4.8,False,7.05,False,23.15,False,4.45,False,6.9,False,24.9,False,7.7,False,True,242,242,physical_inventory_state,replenishment_action
Veterans Affairs,https://www.va.gov/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c391bacf596743fa8b4d022a3991155c,14.6,28.4,28.9,3.0,16.65,4.6,7.85,35.25,False,41.15,False,62.2,False,48.0,False,14.45,False,12.4,False,2.6,False,3.0,False,31.45,False,3.6,False,3.2,False,51.05,False,10.3,False,True,118,118,stock_movement_capture,low_touch_inventory_capture
United Nations Environment Programme,https://www.unep.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,fb7bc1168aae46dbba320e44ca6a067d,14.57,16.25,39.15,5.3,10.6,11.8,5.6,6.6,False,33.0,False,8.0,False,4.2,False,54.65,False,17.05,False,2.6,False,3.0,False,6.2,False,5.4,False,67.35,False,32.6,False,10.4,False,True,203,203,stock_movement_capture,low_touch_inventory_capture
Coefficient,https://coefficient.io/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,b52817d426694c22ab2bbfcd0ec7a61a,14.08,19.8,15.6,18.25,17.4,5.3,7.2,37.4,False,13.45,False,6.45,False,3.0,False,4.6,False,10.0,False,2.0,False,9.55,False,2.0,False,61.5,False,2.0,False,13.7,False,7.0,False,True,332,332,physical_inventory_state,lot_expiry_traceability
